Date;Time;Station;AQI;Humidity;Temperature;Precipitation;PM2.5
4/16/24;23:00:00;Халқлар дўстлиги;77,0772532188841;99,9;13,55;0;24,5
2024-04-16;22:00:00;Халқлар дўстлиги;69,7167381974249;99,9;13,9;0;21
2024-04-16;21:00:00;Халқлар дўстлиги;71,8197424892704;99,9;14,4;0;22
2024-04-16;20:00:00;Халқлар дўстлиги;70,7682403433476;99,9;14,9;0;21,5
2024-04-16;19:00:00;Халқлар дўстлиги;65,5107296137339;99,9;15,9;0;19
2024-04-16;18:00:00;Халқлар дўстлиги;59,2017167381974;99,9;15,9;0;16
2024-04-16;17:00:00;Халқлар дўстлиги;59,2017167381974;99,7;15,25;0,4;16
2024-04-16;16:00:00;Халқлар дўстлиги;59,2017167381974;92,65;16,9;3;16
2024-04-16;15:00:00;Халқлар дўстлиги;56,0472103004292;87,3;18,25;0;14,5
2024-04-16;14:00:00;Халқлар дўстлиги;52,8927038626609;89,1;17,15;0;13
2024-04-16;13:00:00;Халқлар дўстлиги;52,8927038626609;95,55;16;0;13
2024-04-16;12:00:00;Халқлар дўстлиги;64,4592274678112;99,9;14,95;0;18,5
2024-04-16;11:00:00;Халқлар дўстлиги;71,8197424892704;99,9;14,5;0;22
2024-04-16;10:00:00;Халқлар дўстлиги;66,5622317596567;99,9;14,1;0;19,5
2024-04-16;09:00:00;Халқлар дўстлиги;72,8712446351931;99,9;13,8;0;22,5
2024-04-16;08:00:00;Халқлар дўстлиги;78,1287553648069;99,9;13,65;0;25
2024-04-16;07:00:00;Халқлар дўстлиги;78,1287553648069;99,9;13,4;0;25
2024-04-16;06:00:00;Халқлар дўстлиги;81,2832618025751;99,9;13,4;0;26,5
2024-04-16;05:00:00;Халқлар дўстлиги;73,9227467811159;99,9;13,45;0;23
2024-04-16;04:00:00;Халқлар дўстлиги;73,9227467811159;99,9;13,6;0;23
2024-04-16;03:00:00;Халқлар дўстлиги;79,1802575107296;99,9;13,8;0;25,5
2024-04-16;02:00:00;Халқлар дўстлиги;71,8197424892704;99,9;14;0;22
2024-04-16;01:00:00;Халқлар дўстлиги;71,8197424892704;99,9;14;0;22
2024-04-16;00:00:00;Халқлар дўстлиги;70,7682403433476;99,9;14,25;0;21,5
2024-04-15;23:00:00;Халқлар дўстлиги;81,2832618025751;99,9;14,55;0;26,5
2024-04-15;22:00:00;Халқлар дўстлиги;78,1287553648069;99,9;14,65;0;25
2024-04-15;21:00:00;Халқлар дўстлиги;82,3347639484979;99,9;15,1;0;27
2024-04-15;20:00:00;Халқлар дўстлиги;74,9742489270386;99,9;15,1;0;23,5
2024-04-15;19:00:00;Халқлар дўстлиги;62,3562231759657;99,9;15,35;0;17,5
2024-04-15;18:00:00;Халқлар дўстлиги;65,5107296137339;99,9;15,6;0;19
2024-04-15;17:00:00;Халқлар дўстлиги;71,8197424892704;99,9;15,85;0;22
2024-04-15;16:00:00;Халқлар дўстлиги;70,7682403433476;99,9;16,3;0;21,5
2024-04-15;15:00:00;Халқлар дўстлиги;74,9742489270386;99,9;16,25;0;23,5
2024-04-15;14:00:00;Халқлар дўстлиги;76,0257510729614;99,9;15,5;0,2;24
2024-04-15;13:00:00;Халқлар дўстлиги;80,2317596566524;99,9;16,05;0;26
2024-04-15;12:00:00;Халқлар дўстлиги;97,0557939914163;99,9;17;0;34
2024-04-15;11:00:00;Халқлар дўстлиги;141,628140703518;99,9;15,85;0;52
2024-04-15;10:00:00;Халқлар дўстлиги;155,905163329821;99,9;15,35;0;65
2024-04-15;09:00:00;Халқлар дўстлиги;131,778894472362;99,9;15,65;0;48
2024-04-15;08:00:00;Халқлар дўстлиги;129,316582914573;99,9;15,1;0;47
2024-04-15;07:00:00;Халқлар дўстлиги;134,241206030151;99,9;14,7;0;49
2024-04-15;06:00:00;Халқлар дўстлиги;123,1608040201;99,9;14,85;0;44,5
2024-04-15;05:00:00;Халқлар дўстлиги;134,241206030151;99,9;15,4;0;49
2024-04-15;04:00:00;Халқлар дўстлиги;121,929648241206;99,8;15,75;0;44
2024-04-15;03:00:00;Халқлар дўстлиги;107,155778894472;95,85;16,3;0;38
2024-04-15;02:00:00;Халқлар дўстлиги;94,9527896995708;98;16,7;0;33
2024-04-15;01:00:00;Халқлар дўстлиги;86,5407725321888;92,35;17,4;0;29
2024-04-15;00:00:00;Халқлар дўстлиги;86,5407725321888;91,8;17,7;0;29
2024-04-14;23:00:00;Халқлар дўстлиги;114,542713567839;89,95;18,1;0;41
2024-04-14;22:00:00;Халқлар дўстлиги;129,316582914573;85,45;18,7;0;47
2024-04-14;21:00:00;Халқлар дўстлиги;102,231155778895;82,85;19,2;0;36
2024-04-14;20:00:00;Халқлар дўстлиги;72,8712446351931;76,6;20,05;0;22,5
2024-04-14;19:00:00;Халқлар дўстлиги;64,4592274678112;71,75;21,1;0;18,5
2024-04-14;18:00:00;Халқлар дўстлиги;58,1502145922747;65,25;21,85;0;15,5
2024-04-14;17:00:00;Халқлар дўстлиги;59,2017167381974;63,5;22,2;0;16
2024-04-14;16:00:00;Халқлар дўстлиги;59,2017167381974;62,1;23;0;16
2024-04-14;15:00:00;Халқлар дўстлиги;65,5107296137339;63,4;23,4;0;19
2024-04-14;14:00:00;Халқлар дўстлиги;65,5107296137339;65,9;22,8;0;19
2024-04-14;13:00:00;Халқлар дўстлиги;68,6652360515021;71,5;22;0;20,5
2024-04-14;12:00:00;Халқлар дўстлиги;63,4077253218884;77;21;0;18
2024-04-14;11:00:00;Халқлар дўстлиги;69,7167381974249;85,55;19,25;0;21
2024-04-14;10:00:00;Халқлар дўстлиги;77,0772532188841;93,8;17,6;0;24,5
2024-04-14;09:00:00;Халқлар дўстлиги;63,4077253218884;99,1;16,5;0;18
2024-04-14;08:00:00;Халқлар дўстлиги;94,9527896995708;99,9;15,5;0;33
2024-04-14;07:00:00;Халқлар дўстлиги;120,698492462312;99,9;12,05;0;43,5
2024-04-14;06:00:00;Халқлар дўстлиги;130,547738693467;99,9;12,05;0;47,5
2024-04-14;05:00:00;Халқлар дўстлиги;141,628140703518;99,9;12,3;0;52
2024-04-14;04:00:00;Халқлар дўстлиги;151,516332982086;99,9;12,5;0;56,5
2024-04-14;03:00:00;Халқлар дўстлиги;130,547738693467;99,9;12,6;0;47,5
2024-04-14;02:00:00;Халқлар дўстлиги;124,391959798995;99,9;12,6;0;45
2024-04-14;01:00:00;Халқлар дўстлиги;109,618090452261;99,9;12,95;0,2;39
2024-04-14;00:00:00;Халқлар дўстлиги;92,8497854077253;99,9;13,3;0;32
2024-04-13;23:00:00;Халқлар дўстлиги;82,3347639484979;99,9;13,7;0;27
2024-04-13;22:00:00;Халқлар дўстлиги;79,1802575107296;99,9;14,15;0;25,5
2024-04-13;21:00:00;Халқлар дўстлиги;76,0257510729614;99,9;14,35;0;24
2024-04-13;20:00:00;Халқлар дўстлиги;66,5622317596567;99,9;14,8;0;19,5
2024-04-13;19:00:00;Халқлар дўстлиги;59,2017167381974;99,9;14,7;0;16
2024-04-13;18:00:00;Халқлар дўстлиги;61,3047210300429;99,9;14,3;0;17
2024-04-13;17:00:00;Халқлар дўстлиги;60,2532188841202;99,9;14,55;0;16,5
2024-04-13;16:00:00;Халқлар дўстлиги;71,8197424892704;99,9;16,35;0,2;22
2024-04-13;15:00:00;Халқлар дўстлиги;80,2317596566524;93,25;18,65;0;26
2024-04-13;14:00:00;Халқлар дўстлиги;72,8712446351931;82,1;19,85;0;22,5
2024-04-13;13:00:00;Халқлар дўстлиги;74,9742489270386;81,6;20,35;0;23,5
2024-04-13;12:00:00;Халқлар дўстлиги;88,6437768240343;83;20,5;0;30
2024-04-13;11:00:00;Халқлар дўстлиги;131,778894472362;85,2;20,3;0;48
2024-04-13;10:00:00;Халқлар дўстлиги;115,773869346734;86,3;20,15;0;41,5
2024-04-13;09:00:00;Халқлар дўстлиги;121,929648241206;91,15;18,95;0;44
2024-04-13;08:00:00;Халқлар дўстлиги;152,290832455216;99,9;16,15;0;58
2024-04-13;07:00:00;Халқлар дўстлиги;115,773869346734;99,9;14,75;0;41,5
2024-04-13;06:00:00;Халқлар дўстлиги;93,9012875536481;99,9;14,5;0;32,5
2024-04-13;05:00:00;Халқлар дўстлиги;98,1072961373391;99,9;14,4;0;34,5
2024-04-13;04:00:00;Халқлар дўстлиги;99,1587982832618;99,9;14,9;0;35
2024-04-13;03:00:00;Халқлар дўстлиги;102,231155778895;99,9;14,7;0;36
2024-04-13;02:00:00;Халқлар дўстлиги;103,462311557789;99,9;14,75;0;36,5
2024-04-13;01:00:00;Халқлар дўстлиги;112,08040201005;99,15;15,65;0;40
2024-04-13;00:00:00;Халқлар дўстлиги;91,7982832618026;95,8;16,05;0;31,5
2024-04-12;23:00:00;Халқлар дўстлиги;115,773869346734;95,4;16,75;0;41,5
2024-04-12;22:00:00;Халқлар дўстлиги;109,618090452261;94,25;17,85;0;39
2024-04-12;21:00:00;Халқлар дўстлиги;109,618090452261;91;18,8;0;39
2024-04-12;20:00:00;Халқлар дўстлиги;82,3347639484979;89,05;19,15;0;27
2024-04-12;19:00:00;Халқлар дўстлиги;80,2317596566524;87,75;19,65;0;26
2024-04-12;18:00:00;Халқлар дўстлиги;84,4377682403433;82,65;20,15;0;28
2024-04-12;17:00:00;Халқлар дўстлиги;81,2832618025751;81,65;20,45;0;26,5
2024-04-12;16:00:00;Халқлар дўстлиги;68,6652360515021;83,55;19,6;0;20,5
2024-04-12;15:00:00;Халқлар дўстлиги;93,9012875536481;83,1;20,15;0;32,5
2024-04-12;14:00:00;Халқлар дўстлиги;65,5107296137339;62,9;22,1;0;19
2024-04-12;13:00:00;Халқлар дўстлиги;73,9227467811159;68,3;21,2;0;23
2024-04-12;12:00:00;Халқлар дўстлиги;109,618090452261;88,05;18,2;0;39
2024-04-12;11:00:00;Халқлар дўстлиги;134,241206030151;98,3;16,65;0;49
2024-04-12;10:00:00;Халқлар дўстлиги;137,934673366834;99,55;16,15;0;50,5
2024-04-12;09:00:00;Халқлар дўстлиги;152,290832455216;99,9;15,15;0;58
2024-04-12;08:00:00;Халқлар дўстлиги;126,854271356784;95,4;15,05;0;46
2024-04-12;07:00:00;Халқлар дўстлиги;131,778894472362;93,3;14,6;0;48
2024-04-12;06:00:00;Халқлар дўстлиги;85,4892703862661;79,7;15,35;0;28,5
2024-04-12;05:00:00;Халқлар дўстлиги;62,3562231759657;70,2;15,85;0;17,5
2024-04-12;04:00:00;Халқлар дўстлиги;119,467336683417;78,65;16,35;;43
2024-04-12;03:00:00;Халқлар дўстлиги;;82,9;16,15;;
2024-04-12;02:00:00;Халқлар дўстлиги;;87,1;8,25;;
2024-04-12;01:00:00;Халқлар дўстлиги;;84,8;8,35;;
2024-04-12;00:00:00;Халқлар дўстлиги;;83,6;17,4;0;
2024-04-11;23:00:00;Халқлар дўстлиги;;82,1;8,75;0;
2024-04-11;22:00:00;Халқлар дўстлиги;90,7467811158798;81,7;18,4;0;31
2024-04-11;21:00:00;Халқлар дўстлиги;;79,05;20,1;0;
2024-04-11;20:00:00;Халқлар дўстлиги;;68,3;21,5;;
2024-04-11;19:00:00;Халқлар дўстлиги;;60,4;22,6;;
2024-04-11;18:00:00;Халқлар дўстлиги;;58;23,2;0;
2024-04-11;17:00:00;Халқлар дўстлиги;109,618090452261;53,6;24,9;0;39
2024-04-11;16:00:00;Халқлар дўстлиги;108,386934673367;51,9;24,75;0;38,5
2024-04-11;15:00:00;Халқлар дўстлиги;104,693467336683;52,2;25,05;0;37
2024-04-11;14:00:00;Халқлар дўстлиги;103,462311557789;52,1;24,75;0;36,5
2024-04-11;13:00:00;Халқлар дўстлиги;114,542713567839;50,85;23,3;0;41
2024-04-11;12:00:00;Халқлар дўстлиги;92,8497854077253;52,2;23;0;32
2024-04-11;11:00:00;Халқлар дўстлиги;92,8497854077253;56,55;22,3;0;32
2024-04-11;10:00:00;Халқлар дўстлиги;80,2317596566524;65,4;19,9;0;26
2024-04-11;09:00:00;Халқлар дўстлиги;79,1802575107296;71,45;17,5;0;25,5
2024-04-11;08:00:00;Халқлар дўстлиги;63,4077253218884;70,15;14,7;0;18
2024-04-11;07:00:00;Халқлар дўстлиги;76,0257510729614;75,55;12,3;0;24
2024-04-11;06:00:00;Халқлар дўстлиги;72,8712446351931;76,35;12,05;0;22,5
2024-04-11;05:00:00;Халқлар дўстлиги;73,9227467811159;74,1;13,1;0;23
2024-04-11;04:00:00;Халқлар дўстлиги;93,9012875536481;83,25;12,1;0;32,5
2024-04-11;03:00:00;Халқлар дўстлиги;123,1608040201;81,75;13,45;0;44,5
2024-04-11;02:00:00;Халқлар дўстлиги;154,097997892518;98,15;12,2;0;61,5
2024-04-11;01:00:00;Халқлар дўстлиги;152,290832455216;93,5;13;0;58
2024-04-11;00:00:00;Халқлар дўстлиги;129,316582914573;88;13,8;0;47
2024-04-10;23:00:00;Халқлар дўстлиги;114,542713567839;78,9;15,25;0;41
2024-04-10;22:00:00;Халқлар дўстлиги;114,542713567839;75,4;15,9;0;41
2024-04-10;21:00:00;Халқлар дўстлиги;76,0257510729614;70,45;16,95;0;24
2024-04-10;20:00:00;Халқлар дўстлиги;60,2532188841202;66,5;17,95;0;16,5
2024-04-10;19:00:00;Халқлар дўстлиги;44;59,55;19,6;0;11
2024-04-10;18:00:00;Халқлар дўстлиги;46;54,6;20,75;0;11,5
2024-04-10;17:00:00;Халқлар дўстлиги;44;50,5;21,45;0;11
2024-04-10;16:00:00;Халқлар дўстлиги;40;49,4;21,7;0;10
2024-04-10;15:00:00;Халқлар дўстлиги;54,9957081545064;48,7;21,4;0;14
2024-04-10;14:00:00;Халқлар дўстлиги;;;0;0;
2024-04-10;13:00:00;Халқлар дўстлиги;;;0;0;
2024-04-10;12:00:00;Халқлар дўстлиги;;49,75;19,7;0;
2024-04-10;11:00:00;Халқлар дўстлиги;;56,3;19;0;
2024-04-10;10:00:00;Халқлар дўстлиги;;;0;0;
2024-04-10;09:00:00;Халқлар дўстлиги;;74,5;7,6;0;
2024-04-10;08:00:00;Халқлар дўстлиги;;78,9;6,85;0;
2024-04-10;07:00:00;Халқлар дўстлиги;63,4077253218884;98,2;9;0;18
2024-04-10;06:00:00;Халқлар дўстлиги;64,4592274678112;97,4;9,3;0;18,5
2024-04-10;05:00:00;Халқлар дўстлиги;80,2317596566524;99,7;9,25;0;26
2024-04-10;04:00:00;Халқлар дўстлиги;104,693467336683;99,9;10;0;37
2024-04-10;03:00:00;Халқлар дўстлиги;97,0557939914163;99,9;9,65;0;34
2024-04-10;02:00:00;Халқлар дўстлиги;102,231155778895;97,3;10,2;0;36
2024-04-10;01:00:00;Халқлар дўстлиги;101;89,9;11,2;0;35,5
2024-04-10;00:00:00;Халқлар дўстлиги;71,8197424892704;81,65;12,05;0;22
2024-04-09;23:00:00;Халқлар дўстлиги;71,8197424892704;80,5;12,9;0;22
2024-04-09;22:00:00;Халқлар дўстлиги;63,4077253218884;79,9;13,75;0;18
2024-04-09;21:00:00;Халқлар дўстлиги;69,7167381974249;73,6;14,8;0;21
2024-04-09;20:00:00;Халқлар дўстлиги;62,3562231759657;65,5;15,7;0;17,5
2024-04-09;19:00:00;Халқлар дўстлиги;42;57,3;16,9;0;10,5
2024-04-09;18:00:00;Халқлар дўстлиги;42;57,95;17,45;0;10,5
2024-04-09;17:00:00;Халқлар дўстлиги;38;57,3;17,8;0;9,5
2024-04-09;16:00:00;Халқлар дўстлиги;42;67,35;17,4;0;10,5
2024-04-09;15:00:00;Халқлар дўстлиги;44;76,55;16,95;0;11
2024-04-09;14:00:00;Халқлар дўстлиги;51,8412017167382;89,95;15,25;0;12,5
2024-04-09;13:00:00;Халқлар дўстлиги;52,8927038626609;97;13,5;0;13
2024-04-09;12:00:00;Халқлар дўстлиги;53,9442060085837;99,9;12,8;0;13,5
2024-04-09;11:00:00;Халқлар дўстлиги;53,9442060085837;99,9;11,7;0,2;13,5
2024-04-09;10:00:00;Халқлар дўстлиги;46;99,9;11,15;1,8;11,5
2024-04-09;09:00:00;Халқлар дўстлиги;40;99,9;10,8;3,4;10
2024-04-09;08:00:00;Халқлар дўстлиги;36;99,75;12,15;0,6;9
2024-04-09;07:00:00;Халқлар дўстлиги;56,0472103004292;91,9;13,1;0;14,5
2024-04-09;06:00:00;Халқлар дўстлиги;65,5107296137339;76,3;14,7;0;19
2024-04-09;05:00:00;Халқлар дўстлиги;69,7167381974249;75,85;14,95;0;21
2024-04-09;04:00:00;Халқлар дўстлиги;112,08040201005;71,05;15,2;0;40
2024-04-09;03:00:00;Халқлар дўстлиги;97,0557939914163;63,05;15,3;0;34
2024-04-09;02:00:00;Халқлар дўстлиги;81,2832618025751;56,25;16,1;0;26,5
2024-04-09;01:00:00;Халқлар дўстлиги;117,005025125628;59,55;16,65;0;42
2024-04-09;00:00:00;Халқлар дўстлиги;104,693467336683;59,9;17,4;0;37
2024-04-08;23:00:00;Халқлар дўстлиги;80,2317596566524;56,95;18,25;0;26
2024-04-08;22:00:00;Халқлар дўстлиги;71,8197424892704;55,6;18,8;0;22
2024-04-08;21:00:00;Халқлар дўстлиги;76,0257510729614;52,75;19,7;0;24
2024-04-08;20:00:00;Халқлар дўстлиги;66,5622317596567;48,1;20,8;0;19,5
2024-04-08;19:00:00;Халқлар дўстлиги;52,8927038626609;37,55;22,55;0;13
2024-04-08;18:00:00;Халқлар дўстлиги;46;34,15;23,45;0;11,5
2024-04-08;17:00:00;Халқлар дўстлиги;;32,8;;0;
2024-04-08;16:00:00;Халқлар дўстлиги;;31,2;24,35;;
2024-04-08;15:00:00;Халқлар дўстлиги;;30,3;24,6;0;
2024-04-08;14:00:00;Халқлар дўстлиги;44;29,6;24,1;0;11
2024-04-08;13:00:00;Халқлар дўстлиги;44;26,2;24,2;0;11
2024-04-08;12:00:00;Халқлар дўстлиги;40;30,15;23,15;0;10
2024-04-08;11:00:00;Халқлар дўстлиги;;33,4;11,05;0;
2024-04-08;10:00:00;Халқлар дўстлиги;;;0;0;
2024-04-08;09:00:00;Халқлар дўстлиги;;36,8;18,5;;
2024-04-08;08:00:00;Халқлар дўстлиги;40;41,95;15,75;0;10
2024-04-08;07:00:00;Халқлар дўстлиги;44;46,4;6,95;0;11
2024-04-08;06:00:00;Халқлар дўстлиги;36;44,15;14,2;0;9
2024-04-08;05:00:00;Халқлар дўстлиги;36;45,65;14,35;0;9
2024-04-08;04:00:00;Халқлар дўстлиги;;48,4;14,25;0;
2024-04-08;03:00:00;Халқлар дўстлиги;;49,9;14,7;0;
2024-04-08;02:00:00;Халқлар дўстлиги;;58,7;14,6;0;
2024-04-08;01:00:00;Халқлар дўстлиги;;71,95;14,15;0;
2024-04-08;00:00:00;Халқлар дўстлиги;;74,2;15,4;0;
2024-04-07;23:00:00;Халқлар дўстлиги;107,155778894472;72,2;15,85;0;38
2024-04-07;22:00:00;Халқлар дўстлиги;104,693467336683;73,7;16,5;0;37
2024-04-07;21:00:00;Халқлар дўстлиги;81,2832618025751;67,7;17,2;0;26,5
2024-04-07;20:00:00;Халқлар дўстлиги;63,4077253218884;57,95;18,2;0;18
2024-04-07;19:00:00;Халқлар дўстлиги;63,4077253218884;50,5;19,4;0;18
2024-04-07;18:00:00;Халқлар дўстлиги;54,9957081545064;48,7;20,05;0;14
2024-04-07;17:00:00;Халқлар дўстлиги;58,1502145922747;47,05;20,75;0;15,5
2024-04-07;16:00:00;Халқлар дўстлиги;59,2017167381974;47,95;20,85;0;16
2024-04-07;15:00:00;Халқлар дўстлиги;59,2017167381974;50,65;20,4;0;16
2024-04-07;14:00:00;Халқлар дўстлиги;57,0987124463519;50,4;20,2;0;15
2024-04-07;13:00:00;Халқлар дўстлиги;54,9957081545064;49,9;19,65;0;14
2024-04-07;12:00:00;Халқлар дўстлиги;51,8412017167382;54,7;19,3;0;12,5
2024-04-07;11:00:00;Халқлар дўстлиги;56,0472103004292;60,45;17,9;0;14,5
2024-04-07;10:00:00;Халқлар дўстлиги;59,2017167381974;65,7;16,7;0;16
2024-04-07;09:00:00;Халқлар дўстлиги;53,9442060085837;74,6;14,8;0;13,5
2024-04-07;08:00:00;Халқлар дўстлиги;51,8412017167382;82,9;11,45;0;12,5
2024-04-07;07:00:00;Халқлар дўстлиги;61,3047210300429;99,4;8,2;0;17
2024-04-07;06:00:00;Халқлар дўстлиги;62,3562231759657;99,85;8,15;0;17,5
2024-04-07;05:00:00;Халқлар дўстлиги;64,4592274678112;99,9;8,6;0;18,5
2024-04-07;04:00:00;Халқлар дўстлиги;70,7682403433476;99,9;8,55;0;21,5
2024-04-07;03:00:00;Халқлар дўстлиги;79,1802575107296;99,9;9,15;0;25,5
2024-04-07;02:00:00;Халқлар дўстлиги;79,1802575107296;99,5;9,75;0;25,5
2024-04-07;01:00:00;Халқлар дўстлиги;70,7682403433476;97,85;10,05;0;21,5
2024-04-07;00:00:00;Халқлар дўстлиги;62,3562231759657;96,2;9,85;0;17,5
2024-04-06;23:00:00;Халқлар дўстлиги;63,4077253218884;93,2;10,3;0;18
2024-04-06;22:00:00;Халқлар дўстлиги;67,6137339055794;92,65;10,8;0;20
2024-04-06;21:00:00;Халқлар дўстлиги;63,4077253218884;91,8;11,35;0;18
2024-04-06;20:00:00;Халқлар дўстлиги;66,5622317596567;97,6;10,7;0;19,5
2024-04-06;19:00:00;Халқлар дўстлиги;62,3562231759657;99,15;10,95;0,2;17,5
2024-04-06;18:00:00;Халқлар дўстлиги;51,8412017167382;93,85;11,65;0;12,5
2024-04-06;17:00:00;Халқлар дўстлиги;53,9442060085837;92,95;12;0;13,5
2024-04-06;16:00:00;Халқлар дўстлиги;50,7896995708155;71,3;15,9;0,8;12
2024-04-06;15:00:00;Халқлар дўстлиги;50,7896995708155;75,1;15,3;0;12
2024-04-06;14:00:00;Халқлар дўстлиги;42;73;16;0;10,5
2024-04-06;13:00:00;Халқлар дўстлиги;36;81,65;14,6;0,2;9
2024-04-06;12:00:00;Халқлар дўстлиги;34;87,9;12,4;0;8,5
2024-04-06;11:00:00;Халқлар дўстлиги;34;99,9;9,25;0;8,5
2024-04-06;10:00:00;Халқлар дўстлиги;44;99,9;8,4;0;11
2024-04-06;09:00:00;Халқлар дўстлиги;42;99,9;8,6;3,4;10,5
2024-04-06;08:00:00;Халқлар дўстлиги;36;99,9;9,1;1,6;9
2024-04-06;07:00:00;Халқлар дўстлиги;63,4077253218884;92,45;11,1;2;18
2024-04-06;06:00:00;Халқлар дўстлиги;44;74,65;13,3;0;11
2024-04-06;05:00:00;Халқлар дўстлиги;53,9442060085837;73,6;13,75;0;13,5
2024-04-06;04:00:00;Халқлар дўстлиги;61,3047210300429;76,4;13,65;0;17
2024-04-06;03:00:00;Халқлар дўстлиги;54,9957081545064;66,9;14,65;0;14
2024-04-06;02:00:00;Халқлар дўстлиги;52,8927038626609;70,25;14,35;0;13
2024-04-06;01:00:00;Халқлар дўстлиги;51,8412017167382;71,85;14,5;0;12,5
2024-04-06;00:00:00;Халқлар дўстлиги;;;;0;
2024-04-05;23:00:00;Халқлар дўстлиги;56,0472103004292;73,95;14,5;0,4;14,5
2024-04-05;22:00:00;Халқлар дўстлиги;59,2017167381974;59,85;16,65;0,2;16
2024-04-05;21:00:00;Халқлар дўстлиги;79,1802575107296;42,8;18,6;0;25,5
2024-04-05;20:00:00;Халқлар дўстлиги;84,4377682403433;39,75;19,35;0;28
2024-04-05;19:00:00;Халқлар дўстлиги;59,2017167381974;35,35;20,05;0;16
2024-04-05;18:00:00;Халқлар дўстлиги;50,7896995708155;29,7;21,4;0;12
2024-04-05;17:00:00;Халқлар дўстлиги;52,8927038626609;31,1;21,6;0;13
2024-04-05;16:00:00;Халқлар дўстлиги;57,0987124463519;32,1;22,05;0;15
2024-04-05;15:00:00;Халқлар дўстлиги;53,9442060085837;32,25;22,25;0;13,5
2024-04-05;14:00:00;Халқлар дўстлиги;62,3562231759657;33,2;22,35;0;17,5
2024-04-05;13:00:00;Халқлар дўстлиги;72,8712446351931;36,75;21,8;0;22,5
2024-04-05;12:00:00;Халқлар дўстлиги;80,2317596566524;42,75;20,6;0;26
2024-04-05;11:00:00;Халқлар дўстлиги;90,7467811158798;49,1;19,35;0;31
2024-04-05;10:00:00;Халқлар дўстлиги;82,3347639484979;57;17,7;0;27
2024-04-05;09:00:00;Халқлар дўстлиги;79,1802575107296;55,6;16,7;0;25,5
2024-04-05;08:00:00;Халқлар дўстлиги;71,8197424892704;55,55;15,55;0;22
2024-04-05;07:00:00;Халқлар дўстлиги;59,2017167381974;60,45;12,1;0;16
2024-04-05;06:00:00;Халқлар дўстлиги;59,2017167381974;62,9;12,45;0;16
2024-04-05;05:00:00;Халқлар дўстлиги;69,7167381974249;72,9;11,75;0;21
2024-04-05;04:00:00;Халқлар дўстлиги;77,0772532188841;73,95;12,75;0;24,5
2024-04-05;03:00:00;Халқлар дўстлиги;85,4892703862661;76,85;12,5;0;28,5
2024-04-05;02:00:00;Халқлар дўстлиги;94,9527896995708;75,4;13;0;33
2024-04-05;01:00:00;Халқлар дўстлиги;104,693467336683;73,65;13,35;0;37
2024-04-05;00:00:00;Халқлар дўстлиги;99,1587982832618;68,75;14,2;0;35
2024-04-04;23:00:00;Халқлар дўстлиги;82,3347639484979;63,4;14,5;0;27
2024-04-04;22:00:00;Халқлар дўстлиги;80,2317596566524;58,2;15,2;0;26
2024-04-04;21:00:00;Халқлар дўстлиги;56,0472103004292;55,1;16;0;14,5
2024-04-04;20:00:00;Халқлар дўстлиги;59,2017167381974;51,35;17,25;0;16
2024-04-04;19:00:00;Халқлар дўстлиги;52,8927038626609;45,55;18,25;0;13
2024-04-04;18:00:00;Халқлар дўстлиги;50,7896995708155;42,6;18,8;0;12
2024-04-04;17:00:00;Халқлар дўстлиги;52,8927038626609;39,65;19,5;0;13
2024-04-04;16:00:00;Халқлар дўстлиги;50,7896995708155;38,45;19,9;0;12
2024-04-04;15:00:00;Халқлар дўстлиги;50,7896995708155;39,4;19,8;0;12
2024-04-04;14:00:00;Халқлар дўстлиги;61,3047210300429;45;19,35;0;17
2024-04-04;13:00:00;Халқлар дўстлиги;74,9742489270386;44,55;19;0;23,5
2024-04-04;12:00:00;Халқлар дўстлиги;82,3347639484979;50,2;18,35;0;27
2024-04-04;11:00:00;Халқлар дўстлиги;99,1587982832618;53,2;17,3;0;35
2024-04-04;10:00:00;Халқлар дўстлиги;96,0042918454936;53,4;16,65;0;33,5
2024-04-04;09:00:00;Халқлар дўстлиги;71,8197424892704;55,75;15,1;0;22
2024-04-04;08:00:00;Халқлар дўстлиги;52,8927038626609;60,85;12,7;0;13
2024-04-04;07:00:00;Халқлар дўстлиги;51,8412017167382;68,35;10,8;0;12,5
2024-04-04;06:00:00;Халқлар дўстлиги;83,3862660944206;76,6;10,25;0;27,5
2024-04-04;05:00:00;Халқлар дўстлиги;134,241206030151;84,2;9,8;0;49
2024-04-04;04:00:00;Халқлар дўстлиги;151,77449947313;85,2;10,5;0;57
2024-04-04;03:00:00;Халқлар дўстлиги;153,839831401475;86,15;10,3;0;61
2024-04-04;02:00:00;Халқлар дўстлиги;151,258166491043;85,75;10,55;0;56
2024-04-04;01:00:00;Халқлар дўстлиги;105,924623115578;81,2;11,55;0;37,5
2024-04-04;00:00:00;Халқлар дўстлиги;126,854271356784;76,45;12,05;0;46
2024-04-03;23:00:00;Халқлар дўстлиги;110,849246231156;72,2;12,95;0;39,5
2024-04-03;22:00:00;Халқлар дўстлиги;84,4377682403433;69,5;13,35;0;28
2024-04-03;21:00:00;Халқлар дўстлиги;91,7982832618026;67,9;13,9;0;31,5
2024-04-03;20:00:00;Халқлар дўстлиги;86,5407725321888;65,8;14,4;0;29
2024-04-03;19:00:00;Халқлар дўстлиги;78,1287553648069;61,85;15,25;0;25
